FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED
1/1/20,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1651,-12,1952,1930,-22,0
1/1/20,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,754,-6,1125,1132,7,0
1/1/20,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1219,-2,1359,1359,0,0
1/1/20,NK,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,1436,-9,1755,1728,-27,0
1/1/20,NK,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,904,8,1350,1320,-30,0
1/1/20,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,627,-3,818,805,-13,0
1/1/20,NK,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,353,-6,558,532,-26,0
1/1/20,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2152,-7,128,107,-21,0
1/1/20,NK,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2324,-8,309,258,-11,0
1/1/20,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1354,-2,1650,1655,5,0
1/1/20,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,821,6,1301,1302,1,0
1/1/20,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,758,-1,1435,1423,-12,0
1/1/20,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,13,17,605,609,4,0
1/1/20,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,2239,-3,510,503,-7,0
1/1/20,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,707,-7,1007,958,-9,0
1/1/20,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,2201,-6,251,224,-27,0
1/1/20,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,311,5,557,602,5,0
1/1/20,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,1946,-3,206,148,-18,0
1/1/20,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1735,5,2035,2046,11,0
1/1/20,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,150,-11,506,443,-23,0
1/1/20,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,2009,0,101,49,-12,0
1/1/20,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,731,1,1219,1213,-6,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,852,-8,1100,1031,-29,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,456,-9,659,640,-19,0
1/1/20,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,852,42,1305,1328,23,0
1/1/20,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1445,35,1719,1750,31,0
1/1/20,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,619,3,940,953,13,0
1/1/20,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,2031,112,2356,139,103,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1800,9,2130,2148,18,0
1/1/20,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,752,-8,1129,1111,-18,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1257,53,1539,1616,37,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1714,40,1833,1852,19,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1022,-8,1226,1155,-31,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1023,-2,1400,1402,2,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1453,1,1650,1635,-15,0
1/1/20,AA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1556,-10,1937,1913,-24,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,730,40,1025,1052,27,0
1/1/20,NK,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,554,-6,918,913,-5,0
1/1/20,NK,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,1005,0,1519,1515,-4,0
1/1/20,NK,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2154,99,59,252,113,0
1/1/20,NK,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1615,-5,1920,2007,47,0
1/1/20,NK,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,2354,-3,326,318,-8,0
1/1/20,NK,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,427,-1,600,558,-2,0
1/1/20,NK,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,626,-4,1022,1007,-15,0
1/1/20,NK,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,2132,-13,2355,2324,-31,0
1/1/20,NK,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1529,-3,2040,2015,-25,0
1/1/20,NK,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1125,-5,1442,1429,-13,0
1/1/20,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1037,-3,1415,1403,-12,0
1/1/20,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1723,-7,1918,1924,6,0
1/1/20,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1242,-1,1630,1625,-5,0
1/1/20,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2309,-6,256,245,-11,0
1/1/20,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,428,63,529,625,56,0
1/1/20,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1525,10,1728,1738,10,0
1/1/20,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,825,0,1250,1238,-12,0
1/1/20,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1344,-4,1646,1631,-15,0
1/1/20,DL,DTW,"Detroit, MI",MI,SJU,"San Juan, PR",PR,837,-3,1440,1352,-48,0
1/1/20,DL,SJU,"San Juan, PR",PR,DTW,"Detroit, MI",MI,1538,-2,1932,1931,-1,0
1/1/20,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1856,-3,2352,2331,-21,0
1/1/20,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1847,10,2305,2302,-3,0
1/1/20,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,955,5,1420,1435,15,0
1/1/20,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1529,4,1816,1816,0,0
1/1/20,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,653,-7,1003,940,-23,0
1/1/20,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2045,-5,2359,2356,-3,0
1/1/20,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,707,7,956,953,-3,0
1/1/20,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1152,-1,1626,1605,-21,0
1/1/20,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1721,-8,2029,2007,-22,0
1/1/20,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1456,-4,1953,1920,-33,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1553,-1,2051,2013,-38,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2139,-12,49,42,-7,0
1/1/20,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2204,-6,308,243,-25,0
1/1/20,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,1327,-9,1641,1649,8,0
1/1/20,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2003,8,53,45,-8,0
1/1/20,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,540,0,1033,1007,-26,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1205,5,1536,1553,17,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,926,-3,1427,1355,-32,0
1/1/20,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1350,-10,1712,1725,13,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1858,8,2041,2037,-4,0
1/1/20,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,1313,56,1716,1746,30,0
1/1/20,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1829,24,2116,2147,31,0
1/1/20,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2310,34,213,238,25,0
1/1/20,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,336,3,524,521,-3,0
1/1/20,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,2044,4,28,42,14,0
1/1/20,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,136,-2,340,335,-5,0
1/1/20,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,551,42,844,931,47,0
1/1/20,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,1024,60,1123,1211,48,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1710,162,1815,2051,156,0
1/1/20,B6,JFK,"New York, NY",NY,PSE,"Ponce, PR",PR,2057,-2,159,129,-30,0
1/1/20,B6,PSE,"Ponce, PR",PR,JFK,"New York, NY",NY,318,-1,628,635,7,0
1/1/20,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,2355,-4,344,341,-3,0
1/1/20,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,452,-9,707,658,-9,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1455,56,1851,1927,36,0
1/1/20,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,551,-13,856,903,7,0
1/1/20,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,2354,-5,444,416,-28,0
1/1/20,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,808,-5,1315,1240,-35,0
1/1/20,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,402,-1,711,716,5,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,931,-14,1152,1125,-27,0
1/1/20,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,1015,-7,1314,1303,-11,0
1/1/20,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,458,-3,942,928,-14,0
1/1/20,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,1849,125,2322,104,102,0
1/1/20,AA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,839,-1,1521,1445,-36,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1816,-9,2200,2152,-8,0
1/1/20,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,2309,19,526,528,2,0
1/1/20,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1648,13,2120,2125,5,0
1/1/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1138,21,1309,1315,6,0
1/1/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,2314,10,235,245,10,0
1/1/20,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,808,-2,1257,1236,-21,0
1/1/20,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1352,-3,1659,1701,2,0
1/1/20,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1135,5,1622,1601,-21,0
1/1/20,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1740,-2,2053,2038,-15,0
1/1/20,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,945,-6,1615,1553,-22,0
1/1/20,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1327,-13,1650,1644,-6,0
1/1/20,UA,BQN,"Aguadilla, PR",PR,EWR,"Newark, NJ",NJ,139,-11,448,433,-15,0
1/1/20,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,1139,-3,1630,1611,-19,0
1/1/20,UA,EWR,"Newark, NJ",NJ,BQN,"Aguadilla, PR",PR,2015,13,50,41,-9,0
1/1/20,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1531,-4,1846,1848,2,0
1/1/20,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,601,-4,912,916,4,0
1/1/20,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,1706,-9,2006,1946,-20,0
1/1/20,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,350,-1,643,637,-6,0
1/1/20,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,1623,3,2125,2107,-18,0
1/1/20,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,853,23,1340,1341,1,0
1/1/20,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,904,4,1235,1246,11,0
1/1/20,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1809,-6,2150,2129,-21,0
1/1/20,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1239,-1,1615,1558,-17,0
1/1/20,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1353,8,1730,1730,0,0
1/1/20,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,759,14,1130,1131,1,0
1/1/20,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1827,2,2210,2214,4,0
1/1/20,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1100,35,1410,1449,39,0
1/1/20,WN,MDW,"Chicago, IL",IL,SJU,"San Juan, PR",PR,911,26,1530,1530,0,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2226,-6,203,154,-9,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,308,-5,455,450,-5,0
1/1/20,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,201,-2,509,502,-7,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,940,-5,1334,1321,-13,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1511,61,1621,1709,48,0
1/1/20,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,1400,145,1216,1436,140,0
1/1/20,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,1638,16,1656,1709,13,0
1/1/20,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1112,-6,1327,1307,-20,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,459,-9,837,829,-8,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,119,96,308,429,81,0
1/1/20,B6,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,415,-8,602,602,0,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2135,155,2107,2324,137,0
1/1/20,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,1746,5,1819,1819,0,0
1/1/20,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1421,9,1805,1804,-1,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,259,-1,558,608,10,0
1/1/20,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,557,-3,947,1014,27,0
1/1/20,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,2100,10,2258,2258,0,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2105,5,29,46,17,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,601,-14,759,802,3,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,2239,119,139,308,89,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,459,-6,846,835,-11,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,15,185,2314,159,165,0
1/1/20,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,1238,133,1100,1307,127,0
1/1/20,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,919,-5,1428,1405,-23,0
1/1/20,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1503,-10,1828,1839,11,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1521,-6,1836,1822,-14,0
1/1/20,B6,DCA,"Washington, DC",VA,SJU,"San Juan, PR",PR,759,-3,1249,1213,-36,0
1/1/20,B6,SJU,"San Juan, PR",PR,DCA,"Washington, DC",VA,1858,-7,2158,2150,-8,0
1/1/20,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,2145,-2,235,216,-19,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,500,-1,944,925,-19,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1039,-5,1343,1328,-15,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2152,67,28,133,65,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,626,-4,836,828,-8,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1642,-3,2017,2023,6,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,918,-7,1109,1042,-27,0
1/1/20,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,43,71,417,500,43,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,528,-9,835,842,7,0
1/1/20,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,851,73,1110,1219,69,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1308,83,1334,1501,87,0
1/1/20,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2014,23,2252,2319,27,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2356,-3,340,335,-5,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1750,-10,2008,1952,-16,0
1/1/20,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2106,2,2249,2241,-8,0
1/1/20,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,343,-2,656,659,3,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1308,-2,1659,1645,-14,0
1/1/20,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,2316,44,316,344,28,0
1/1/20,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,423,-3,730,720,-10,0
1/1/20,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1940,185,2022,2330,188,0
1/1/20,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,539,49,651,746,55,0
1/1/20,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,651,-9,958,934,-24,0
1/1/20,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1002,-8,1458,1404,-54,0
1/1/20,F9,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,729,-10,1220,1148,-32,0
1/1/20,F9,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1257,-16,1616,1545,-31,0
1/1/20,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,352,-3,614,624,10,0
1/1/20,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2301,-4,255,244,-11,0
1/1/20,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1344,-5,1739,1736,-3,0
1/1/20,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1839,0,2100,2028,-32,0
1/1/20,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,619,19,1116,1130,14,0
1/1/20,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1232,10,1543,1544,1,0
1/1/20,F9,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1706,-2,2108,2052,-16,0
1/1/20,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,2209,-4,133,118,-15,0
1/1/20,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,103,24,555,555,0,0
1/1/20,F9,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,759,-1,1131,1132,1,0
1/1/20,F9,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,1248,15,1755,1803,8,0
1/1/20,F9,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1930,9,2146,2131,-15,0
1/2/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,855,-5,1100,1056,-4,0
1/2/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,501,-4,659,647,-12,0
1/2/20,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,806,-4,1305,1320,15,0
1/2/20,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1420,10,1719,1738,19,0
1/2/20,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,608,-8,940,916,-24,0
1/2/20,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1927,48,2356,38,42,0
1/2/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1748,-3,2130,2124,-6,0
1/2/20,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,755,-5,1129,1101,-28,0
1/2/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1158,-6,1539,1530,-9,0
1/2/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1629,-5,1833,1828,-5,0
1/2/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1023,-7,1226,1206,-20,0
1/2/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1028,3,1400,1355,-5,0
1/2/20,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1449,-3,1650,1637,-13,0
1/2/20,AA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1557,-9,1937,1912,-25,0
1/2/20,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,641,-9,1025,1002,-23,0
1/2/20,NK,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,558,-2,918,918,0,0
1/2/20,NK,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,1004,-1,1519,1518,-1,0
1/2/20,NK,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2030,15,59,203,64,0
1/2/20,NK,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1614,-6,1920,1926,6,0
1/2/20,NK,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,2356,-1,326,313,-13,0
1/2/20,NK,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,419,-9,600,549,-11,0
1/2/20,NK,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,631,1,1022,1014,-8,0
1/2/20,NK,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,2129,-16,2355,2321,-34,0
1/2/20,NK,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1541,9,2040,2002,-38,0
1/2/20,NK,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1124,-6,1442,1437,-5,0
1/2/20,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1040,0,1415,1408,-7,0
1/2/20,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1729,-1,1918,1904,-14,0
1/2/20,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1247,4,1630,1622,-8,0
1/2/20,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2315,0,256,252,-4,0
1/2/20,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,349,24,529,542,13,0
1/2/20,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1508,-7,1728,1659,-29,0
1/2/20,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,834,-1,1345,1319,-26,0
